ID|Language|label|definition|description|collection|parent|successor|predecessor|registry|register|ReferenceSource|ReferenceLink|governance-level-item|LegislationURI|LegislationLabel|EIONETURI|EIONETLabel|status
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-2000-60|es|Directiva 2000/60/CE|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset||||||||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|http://eur-lex.europa.eu/eli/dir/2000/60/oj|Directiva 2000/60/CE|||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/RiverBasinDistricts-dir-2000-60|es|Demarcaciones hidrográficas (Directiva Marco del Agua)|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset|http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-2000-60|||http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|http://eur-lex.europa.eu/eli/dir/2000/60/oj|Directiva 2000/60/CE|||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/RiverBasinDistrictsSubUnits-dir-2000-60|es|Subunidades demarcaciones hidrográficas (Directiva Marco del Agua)|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset|http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-2000-60|||http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|http://eur-lex.europa.eu/eli/dir/2000/60/oj|Directiva 2000/60/CE|||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/WaterBodies-dir-2000-60|es|Masas de agua (Directiva Marco del Agua)|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset|http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-2000-60||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/LocationOfWaterBodies-dir-2000-60|http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|http://eur-lex.europa.eu/eli/dir/2000/60/oj|Directiva 2000/60/CE|||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/RiverNetwork-dir-2000-60|es|Red hidrográfica unión masas de agua (Directiva Marco del Agua)|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset|http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-2000-60|||http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|http://eur-lex.europa.eu/eli/dir/2000/60/oj|Directiva 2000/60/CE|||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/ProtectedAreas-dir-2000-60|es|Zonas protegidas (Directiva Marco del Agua)|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset|http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-2000-60||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/LocationOfProtectedAreas-dir-2000-60|http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|http://eur-lex.europa.eu/eli/dir/2000/60/oj|Directiva 2000/60/CE|||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/MonitoringStations-dir-2000-60|es|Redes de seguimiento  (Directiva Marco del Agua)|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset|http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-2000-60||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/MonitoringStationsAssociatedWithWaterBodies-dir-2000-60|http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|http://eur-lex.europa.eu/eli/dir/2000/60/oj|Directiva 2000/60/CE|||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-2002-49|es|Directiva 2002/49/CE|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/Directive-2002-49|||||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|http://eur-lex.europa.eu/eli/dir/2002/49/oj|Directiva 2002/49/EC|||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/MajorRoadsRailwaysAndAirTransportNetwork-dir-2002-49|es|Grandes ejes viarios, ferroviarios y grandes aeropuertos (Directiva de Ruido)|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset|http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-2002-49||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/LocationOfMajorRoadsRailwaysAndAirTransportNetwork|http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|http://eur-lex.europa.eu/eli/dir/2002/49/oj|Directiva 2002/49/EC|||http://inspire.ec.europa.eu/registry/status/valid
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/EnvironmentalNoiseExposure-dir-2002-49|es|Exposición al ruido ambiental (Directiva de Ruido)|||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset|http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-2002-49||http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/EnvironmentalNoiseExposureData|http://inspire.ec.europa.eu/registry|http://inspire.ec.europa.eu/metadata-codelist|||http://inspire.ec.europa.eu/registry/governance-level/eu-technical|http://eur-lex.europa.eu/eli/dir/2002/49/oj|Directiva 2002/49/EC|||http://inspire.ec.europa.eu/registry/status/valid
